SAV percent cover,,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia
Date,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height
10/23/2019,4A,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0
10/23/2019,4A,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,9,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40,0,0
10/23/2019,4A,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,11,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,0
10/23/2019,4A,12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,0,0
10/23/2019,4A,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,mean,93.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7,40.0,0.0,0.0
10/23/2019,4A,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,min,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0
10/23/2019,4A,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0
10/23/2019,4A,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
10/23/2019,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
10/23/2019,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
10/23/2019,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
10/23/2019,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
10/23/2019,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
10/23/2019,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
10/23/2019,4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
10/23/2019,4,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
10/23/2019,4,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
10/23/2019,4,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
10/23/2019,4,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
10/23/2019,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
10/23/2019,4,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
10/23/2019,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
10/23/2019,4,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
10/23/2019,4,mean,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,5.0,0.0
10/23/2019,4,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
10/23/2019,4,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
10/23/2019,4,max,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
10/23/2019,4,frequency,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,0
10/23/2019,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
10/23/2019,5,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,0
10/23/2019,5,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,0,0
10/23/2019,5,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,0
10/23/2019,5,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,0
10/23/2019,5,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0
10/23/2019,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
10/23/2019,5,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
10/23/2019,5,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
10/23/2019,5,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
10/23/2019,5,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
10/23/2019,5,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
10/23/2019,5,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
10/23/2019,5,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,0,0
10/23/2019,5,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,0,0
10/23/2019,5,mean,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3,10.0,0.0,0.0
10/23/2019,5,median,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0
10/23/2019,5,min,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
10/23/2019,5,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,0
10/23/2019,5,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
10/23/2019,7,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0
10/23/2019,7,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,0,0
10/23/2019,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0
10/23/2019,7,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0
10/23/2019,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0
10/23/2019,7,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0
10/23/2019,7,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0
10/23/2019,7,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0
10/23/2019,7,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,0,0
10/23/2019,7,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0
