SAV percent cover,,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia
Date,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height
11/8/2017,4A,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0
11/8/2017,4A,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0
11/8/2017,4A,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0
11/8/2017,4A,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0
11/8/2017,4A,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0
11/8/2017,4A,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0
11/8/2017,4A,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0
11/8/2017,4A,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,mean,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,10.0,0.0,0.0
11/8/2017,4A,median,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,min,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0
11/8/2017,4A,max,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
11/8/2017,4A,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
11/8/2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
11/8/2017,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0
11/8/2017,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0
11/8/2017,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0
11/8/2017,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0
11/8/2017,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0
